cocktailName,cocktailNotes,ingredients
!Things to buy!,Later things: Creme de Violette, Maraschino liqueur, chartreuse, absinthe,  Bacardi,  Vodka,  Blue Curacao,  Campari,  Rye whiskey,  Vanilla vodka?,  Baileys,  Elderflower liqueur?,  Limoncello,  Amaretto?,  Lychee liqueur?,  Grenadine
Absinthe Frappe,Shake all but soda water and pour into glass and top with crushed ice and mint and soda water,2 oz Absinthe,½ oz Lime juice,½ oz Orgeat, Top with Soda water,  Mint
Alien Piss Margarita ,,1½ oz Coconut tequila,1½ oz Orange juice,¾ oz Lime juice,¼ oz Triple sec,½ oz Melon liqueur 
Avocado Margarita ,,1 oz Habanero infused tequila,1 oz Tequila ,1 oz Triple sec,1 scoop Avocado,  juice of 1 lime,½ oz Agave
Banana Paddlepop Martini,,1 unit Banana paddlepop,1 cup Banana milk,1½ oz Vodka
Bella Bella,,1 oz Gin,¾ oz Campari,½ oz Limoncello ,½ oz Triple sec, Top with Lime twist
Blackberry Mint Whiskey Sour,,2 oz Bourbon ,1 oz Lemon juice,¾ oz Blackberry syrup,3  Mint leaves,1  Egg white
Bless the Bees,,2 oz Vodka,2 oz Grapefruit juice,½ oz Elderflower liqueur ,½ oz Lavender syrup,½ oz Lemon juice,1  Egg white
Blood orange ginger fizz,,Bourbon,Blood orange juice,Ginger beer,Lemon juice,Maple syrup
Blood orange sour,,Gin,Blood orange juice,Lemon,Simple syrup,Egg white
Blue Iguana,Shake, pour over crushed ice and top with pineapple juice,1 oz tequila,1/2 oz blue curacao,1/2 oz coconut cream,1/2 oz lime juice,Pineapple juice
Blue Jay,,2 oz gin,0.75 oz blue curacao,0.5 oz lychee syrup,1 oz lemon juice,1 dash orange bitters
Bourbon Grapefruit Sour,,2 oz Bourbon,½ oz Simple syrup,1½ oz Grapefruit juice,½ oz Lemon juice,1  Egg white, Top with Grapefruit soda
Bourbon Limoncello Smash,shake all ingredients, serve with ice and garnish with lemon/mint,1½ oz Bourbon,1 oz Limoncello,½ oz Lemon juice,½ oz Honey
Cheese,
Chili Passionfruit Margarita,,2 oz Tequila,1 oz Triple sec,1 oz Lime juice,2  Passionfruit pulp,3  Chili slices,  Agave syrup
Citrus Orange Blossom Gin Fizz,,2 oz gin,½ oz Orange blossom water,½ oz Grapefruit simple syrup,½ oz Grapefruit juice,Prosecco
Coconut Pineapple Margarita,,2 oz Tequila,2 oz Pineapple juice,1 oz Coconut milk,½ oz Simple syrup,½ oz Lime juice
Cookies n Cream Martini,,2 unit Oreos,1 unit Cookies n cream ice cream,½ cup Milk,1 oz Vodka,2 oz Bailey's
Cosmopolitan,can use regular vodka and just muddle some lemon peel in the shaker,1½ oz Vodka Citron,1 oz Cranberry juice,½ oz Orange liqueur,½ oz Lime juice
Fuzzy melon,,1 oz midori,1 oz peach schnapps,Pineapple juice?,Lime juice?,Orange juice?,Vodka?
Grapefruit Ginger Margarita,,2 oz Tequila,¾ oz Triple sec,¾ oz Lime juice ,¾ oz Grapefruit juice,¼ oz Ginger syrup
Hot 'n' Peachy,shaken and into lowball glass. top with chili filaments?,2 oz White rum,1 oz Orange juice,1 oz Lime juice,½ oz Peach syrup,1  Egg white
Jungle bird,,Dark rum,Campari,Pineapple juice,Lime juice,Simple syrup
Last Word,Shaken with ice and strained into glass, garnish with maraschino cherry.
Alternate version: subtract simple syrup and do 3/4 oz of everything,2 oz Gin,½ oz Green chartreuse,½ oz Maraschino liqueur,½ oz Simple syrup,1 oz Lemon juice
Lemon Drop,,2 oz vodka,1.5 oz lemon juice,3/4 oz simple syrup,3/4 oz triple sec
Limelight,,2 oz Bourbon,½ oz Lime juice,¾ oz Simple syrup,¾ oz Pineapple juice,3 dash Orange bitters,1 oz Campari,Cinnamon
Limoncello Spritz,,2 oz Limoncello,3 oz Prosecco,2 oz Soda water,Lemon wheels,Rosemary
Maraschino Margarita ,,2 oz Tequila,1 oz Maraschino liqueur ,1 oz Lime juice,¼ oz Maraschino cherry juice
Meringue Kiss,,1½ oz Pavlova vodka,½ oz Rose liqueur,1 oz Lychee juice,½ oz Lemon juice,1  Egg white
Mexican Firing Squad Special,Shake with ice and serve in highball over lots of ice,2 oz Reposado Tequila,1 tablespoon Lime juice,2½ teaspoon Grenadine,2 dash Angostura bitters
Milo Martini,,1 tablespoon Milo,1 oz Brown creme de cacao,2 oz Bailey's,1 cup Milk
Missionary's Downfall,Muddle mint in shaker then add other ingredients and shake, strain into highball glass over crushed ice,1 oz Lightly aged rum,½ oz Peach liqueur,½ oz Pineapple juice,½ oz Lime juice,2 teaspoon Honey syrup,  10-12 Mint leaves
Most Popular Girl in School,,1.5 oz aperol,1.25 oz rum,1.25 oz pineapple juice,0.5 oz lemon juice,0.5 oz simple syrup,1 dash bitters
Nectar of the Goddess,Shake all ingredients but wine then do some fancy layering shit,2 oz Tequila,1 oz Lime juice,¾ oz Agave syrup,1  Egg white,1½ oz Cabernet sauvignon
Old fashioned  ,muddle sugar in water and bitters til disolved.  Fill with ice add whiskey, garnish with orange slice,1½ oz Bourbon,1  Sugar cube,2 dash Angostura bitters,  1 dash water
Orange Blossom,,1 oz gin,1 oz sweet vermouth,1 oz orange juice
Paralyser,Add vodka and coffee liqueur to tall ice filled glass, top with soda and stir gently. Then top with cream and garnish with cherry.

Can also use vanilla vodka,1 oz Vodka,1 oz Coffee liqueur ,  4 oz Cola,1 oz Heavy cream
Passionfruit Caprioska,Muddle lime wedges and sugar then add other ingredients and shake with lots of ice.,1½ oz Vodka,2 oz Passionfruit pulp,2  Lime wedges,1 teaspoon Sugar
Passionfruit Margarita,,2 oz Tequila,1 oz Triple sec,½ oz Lime juice,½ unit Passionfruit pulp
Peach Sangria,,2 peaches,1/2 cup raspberries ,Mint,1 can peach nectar,1/3 cup simple syrup,1 bottle white wine,Soda water
Raspberry Lemon Drop Martini,,1 oz Lemon juice,¾ oz Simple syrup,Raspberries,¾ oz Triple sec,2 oz Raspberry vodka
Rocket Pop,,1½ oz Tequila ,¾ oz Blue curacao ,½ oz Milk liqueur,1 oz Lime juice,1 scoop Raspberry sorbet
Rum Citrus Aperitif,,2 oz Dark rum,1 oz Aperol,½ oz Orange juice,2 dash Orange bitters, Top with Ginger beer
Sex on the beach,,2 oz vodka,1 oz peach schnapps,2 oz cranberry juice,2 juiced oranges
Spicy Blackberry Margarita,,¼ cup Blackberries,3 unit Jalepeno,1 oz Lime juice,½ oz Simple syrup,2 oz Tequila,+/- Soda water
Spicy Fifty,,Vanilla Vodka,Elderflower cordial,Lime juice,Honey sugar syrup,Chili
Spicy Mango Margarita ,blend and serve w spicy rim,2 oz Tequila,½ cup Frozen mango,  2-3 Jalepeno slices,  Juice of 1 lime,¾ oz Triple sec,  ~1 cup ice
Strawberry Pineapple Concoction ,,½ cup Frozen strawberries,½ cup Frozen pineapple chunks,2 oz Vodka,1 oz Aperol,¾ oz Lime juice,½ oz Simple syrup
Sundays in Miami,Shaken, served in low ball over ice cube,1½ oz Gin,½ oz Campari,1 oz Pineapple juice,½ oz Agave syrup,½ oz Lemon juice
Tropical Blackberry,,1½ oz Gin,½ oz Chambord,1½ oz Pineapple juice,¼ oz Lime juice,1 teaspoon Rich syrup,3  Blackberries
Watermelon Dream,Muddled and shaken with ice. Poured over crushed ice,1½ oz Gin,½ oz Campari,¾ oz Lime juice,½ oz Simple syrup,¼ cup Watermelon chunks
Watermelon Margarita,can also add 4-5 leaves basil,2 oz Tequila,1 oz Triple sec,½ oz Lime juice,1 cup Watermelon, blended
Watermelon Tequila Cocktail,,2 oz Tequila,1 oz Aperol,1 oz Lime juice,Watermelon, chunks, 5,Soda water
unamed?,,1 oz Vodka,1 oz Campari,1 oz Lime juice,½ oz Creme de cassis